=== Perf spikes (ms) ===
[   553,9s f38400] AIThink: 7,4 ms brains 1
[   554,6s f38430] HutIncome: 15,6 ms huts 72
[   554,7s f38433] AIThink: 8,7 ms brains 1
[   555,8s f38476] AIThink: 10,7 ms brains 1
[   556,1s f38490] AIThink: 7,9 ms brains 1
[   556,6s f38511] HutIncome: 16,0 ms huts 72
[   556,7s f38512] FRAME: 51,8 ms gc0+0 gc1+0 gc2+0
[   556,9s f38521] AIThink: 8,7 ms brains 1
[   558,1s f38572] AIThink: 9,9 ms brains 1
[   558,4s f38580] AIThink: 8,3 ms brains 1
[   558,6s f38592] HutIncome: 16,7 ms huts 72
[   559,1s f38609] AIThink: 7,5 ms brains 1
[   560,5s f38668] AIThink: 8,7 ms brains 1
[   560,6s f38670] AIThink: 7,6 ms brains 1
[   560,7s f38673] HutIncome: 16,4 ms huts 72
[   561,2s f38696] AIThink: 8,7 ms brains 1
[   562,7s f38754] HutIncome: 16,1 ms huts 72
[   562,8s f38760] AIThink: 8,5 ms brains 1
[   562,9s f38763] AIThink: 10,2 ms brains 1
[   563,4s f38783] AIThink: 7,8 ms brains 1
[   564,7s f38836] HutIncome: 16,4 ms huts 72
[   565,0s f38851] AIThink: 7,4 ms brains 1
[   565,3s f38859] AIThink: 9,7 ms brains 1
[   565,5s f38870] AIThink: 8,1 ms brains 1
[   566,7s f38917] HutIncome: 19,7 ms huts 72
[   567,3s f38940] AIThink: 8,7 ms brains 1
[   567,7s f38955] AIThink: 10,1 ms brains 1
[   567,7s f38956] AIThink: 7,3 ms brains 1
[   568,7s f38998] HutIncome: 16,5 ms huts 72
[   569,5s f39031] AIThink: 7,4 ms brains 1
[   569,9s f39045] AIThink: 7,5 ms brains 1
[   570,0s f39052] AIThink: 8,9 ms brains 1
[   570,7s f39080] HutIncome: 17,7 ms huts 72
[   571,8s f39122] AIThink: 7,2 ms brains 1
[   572,0s f39133] AIThink: 7,3 ms brains 1
[   572,7s f39161] HutIncome: 15,2 ms huts 72
[   574,0s f39212] AIThink: 7,0 ms brains 1
[   574,2s f39220] AIThink: 8,1 ms brains 1
[   574,8s f39242] HutIncome: 18,0 ms huts 72
[   574,9s f39247] FRAME: 113,9 ms gc0+0 gc1+0 gc2+0
[   576,2s f39299] AIThink: 8,5 ms brains 1
[   576,4s f39304] AIThink: 7,2 ms brains 1
[   576,8s f39320] HutIncome: 18,6 ms huts 72
[   578,5s f39389] AIThink: 6,7 ms brains 1
[   578,5s f39391] AIThink: 7,7 ms brains 1
[   578,8s f39400] HutIncome: 17,5 ms huts 72
[   580,7s f39476] AIThink: 7,4 ms brains 1
[   580,7s f39477] AIThink: 7,5 ms brains 1
[   580,8s f39479] HutIncome: 16,3 ms huts 72
[   582,8s f39559] HutIncome: 15,7 ms huts 72
[   582,8s f39562] AIThink: 7,6 ms brains 1
[   582,9s f39566] AIThink: 7,4 ms brains 1
[   583,6s f39594] AIThink: 8,5 ms brains 1
[   584,8s f39640] HutIncome: 20,4 ms huts 72
[   585,0s f39649] AIThink: 6,7 ms brains 1
[   585,2s f39656] AIThink: 7,2 ms brains 1
[   585,7s f39678] AIThink: 9,1 ms brains 1
[   586,8s f39720] HutIncome: 21,6 ms huts 72
[   587,8s f39760] AIThink: 10,8 ms brains 1
[   588,8s f39798] HutIncome: 29,7 ms huts 72
[   588,9s f39799] FRAME: 65,0 ms gc0+0 gc1+0 gc2+0
[   588,9s f39800] FRAME: 51,3 ms gc0+0 gc1+0 gc2+0
[   589,9s f39835] AIThink: 12,1 ms brains 1
[   589,9s f39836] FRAME: 54,4 ms gc0+0 gc1+0 gc2+0
[   590,1s f39841] FRAME: 57,2 ms gc0+0 gc1+0 gc2+0
[   590,2s f39842] FRAME: 60,3 ms gc0+0 gc1+0 gc2+0
[   590,8s f39862] HutIncome: 18,9 ms huts 72
[   592,0s f39912] AIThink: 10,6 ms brains 1
[   592,8s f39942] HutIncome: 15,2 ms huts 72
[   593,8s f39977] AIThink: 8,8 ms brains 1
[   594,1s f39987] AIThink: 8,5 ms brains 1
[   594,9s f40014] HutIncome: 15,2 ms huts 72
[   596,2s f40061] AIThink: 8,2 ms brains 1
[   596,2s f40062] AIThink: 9,3 ms brains 1
[   596,9s f40085] HutIncome: 20,9 ms huts 72
[   596,9s f40086] FRAME: 57,6 ms gc0+0 gc1+0 gc2+0
[   598,3s f40141] AIThink: 10,3 ms brains 1
[   598,6s f40150] AIThink: 9,7 ms brains 1
[   598,9s f40162] HutIncome: 19,1 ms huts 72
[   598,9s f40163] FRAME: 52,1 ms gc0+0 gc1+0 gc2+0
[   600,4s f40223] AIThink: 9,0 ms brains 1
[   600,9s f40245] HutIncome: 20,1 ms huts 72
[   601,0s f40247] AIThink: 9,6 ms brains 1
